experiment_id,run_id,recorded_at,case_id,status,error_type,error_message,mode,backend,threads,agent_count,state_width,action_count,steps,repetition,wall_ms,device_ms,agent_steps_per_second,ns_per_agent_step,checksum,correctness_valid,correctness_action_match,correctness_max_abs_error,correctness_max_rel_error
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,0,10230.265319,,6559836.12422672,152.4428325742483,27.955455780029297,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,1,10367.544615,,6472975.665125701,154.48845349252224,27.002790451049805,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,2,10904.321514,,6154336.509047288,162.48705258965492,26.080141067504883,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,3,10592.571787,,6335464.639697891,157.84161965548992,25.186553955078125,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,4,10280.4106,,6527838.878342077,153.1900554895401,24.32110595703125,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,5,10984.415897,,6109461.315856437,163.6805519014597,23.48294448852539,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:35.282714+00:00,161d3d8b31b0,ok,,,cpu,cpu,1,1048576,32,1,64,6,10812.44132,,6206633.822452967,161.11793100833893,22.671175003051758,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,0,5041.07095,,13312422.036035815,75.11781081557274,-2.861100196838379,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,1,4993.721244,,13438648.398853237,74.41224521398544,-2.753696918487549,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,2,5008.836257,,13398094.997857705,74.63747645914555,-2.6501808166503906,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,3,5085.713811,,13195564.377776979,75.78304128348827,-2.5434727668762207,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,4,5150.582643,,13029373.306184227,76.7496622055769,-2.4421887397766113,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,5,5801.467924,,11567566.153796768,86.44860869646072,-2.3418922424316406,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:25:52.216988+00:00,219284bce9c7,ok,,,cpu,cpu,1,1048576,8,8,64,6,5122.816844,,13099992.844483588,76.33591955900192,-2.239820718765259,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,0,286.921854,,14618280.000379477,68.40750074386597,28.093616485595703,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,1,300.633031,,13951574.070382174,71.67650008201599,27.247560501098633,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,2,292.402983,,14344258.587813381,69.71430373191833,26.428152084350586,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,3,289.120786,,14507099.465342488,68.93176698684692,25.634532928466797,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,4,314.56148,,13333813.15474482,74.99730110168457,24.865921020507812,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,5,389.790357,,10760409.857958596,92.93326306343079,24.121517181396484,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:29.748082+00:00,e18a2c50f202,ok,,,cpu,cpu,1,65536,32,1,64,6,296.864748,,14128669.800834687,70.77807140350342,23.40054702758789,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:32.011748+00:00,6cb4a99b691e,ok,,,graph-resident,cuda,,4096,32,1,64,0,1.491045,1.4438400268554688,175812265.89405417,5.687885284423828,25.589458465576172,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:32.011748+00:00,6cb4a99b691e,ok,,,graph-resident,cuda,,4096,32,1,64,1,1.492805,1.450816035270691,175604985.24589613,5.694599151611328,24.811086654663086,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:32.011748+00:00,6cb4a99b691e,ok,,,graph-resident,cuda,,4096,32,1,64,2,1.512633,1.4623359441757202,173303107.89200023,5.770236968994141,24.057235717773438,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:26:32.011748+00:00,6cb4a99b691e,ok,,,graph-resident,cuda,,4096,32,1,64,3,1.512471,1.4565119743347168,173321670.2997942,5.769618988037109,23.3271427154541,True,True,0.0,0.0
